THE,5309740
OF,8406347
AND,10669549
TO,12604288
IN,14293394
A,15824402
IS,16662826
THAT,17462902
FOR,18117430
IT,18691438
AS,19261502
WAS,19811773
WITH,20330052
BE,20811938
BY,21282248
ON,21741700
NOT,22193973
HE,22605018
I,22993500
THIS,23376106
ARE,23746149
OR,24112920
HIS,24474057
FROM,24820977
AT,25162322
WHICH,25476344
BUT,25755579
HAVE,26033322
AN,26305947
HAD,26567549
THEY,26813762
YOU,27047535
WERE,27274583
THEIR,27489881
ONE,27704779
ALL,27911056
WE,28116785
CAN,28283326
HER,28446653
HAS,28609867
THERE,28772237
BEEN,28934141
IF,29090639
MORE,29245364
WHEN,29397337
WILL,29545851
WOULD,29693132
WHO,29839592
SO,29984507
NO,30124571
SHE,30263840
OTHER,30402158
ITS,30539101
MAY,30670906
THESE,30801484
WHAT,30923737
THEM,31043700
THAN,31162202
SOME,31280433
HIM,31398509
TIME,31515290
INTO,31629712
ONLY,31743235
DO,31854895
SUCH,31964902
MY,32073131
NEW,32180460
ABOUT,32287547
OUT,32392368
ALSO,32496229
TWO,32599637
ANY,32698001
UP,32795541
FIRST,32887859
COULD,32976548
OUR,33064044
THEN,33151323
MOST,33237419
SEE,33322068
ME,33404025
SHOULD,33485449
AFTER,33565671
SAID,33641470
YOUR,33716546
VERY,33791233
BETWEEN,33865639
MADE,33939404
MANY,34012671
OVER,34084222
LIKE,34155206
THOSE,34224372
DID,34293353
NOW,34361286
EVEN,34429036
WELL,34496577
WHERE,34563741
MUST,34630040
PEOPLE,34695911
THROUGH,34760620
HOW,34823627
SAME,34886079
WORK,34948258
BEING,35009877
BECAUSE,35071109
MAN,35132010
LIFE,35192736
BEFORE,35253252
EACH,35313380
MUCH,35373506
UNDER,35432067
S,35489056
YEARS,35545380
WAY,35601358
GREAT,35657072
STATE,35712410
BOTH,35766787
USE,35820366
UPON,35873609
OWN,35926035
USED,35978441
HOWEVER,36030361
US,36082058
PART,36133639
GOOD,36184632
WORLD,36235219
MAKE,36285499
THREE,36334277
WHILE,36382621
LONG,36430354
DAY,36477455
WITHOUT,36524013
JUST,36569429
MEN,36614838
GENERAL,36659899
DURING,36704716
ANOTHER,36749185
LITTLE,36793470
FOUND,36837131
HERE,36880361
SYSTEM,36923226
DOES,36965893
DE,37008322
DOWN,37050577
NUMBER,37092744
CASE,37134369
AGAINST,37175413
MIGHT,37216369
STILL,37257195
BACK,37297849
RIGHT,37338420
KNOW,37378974
PLACE,37419113
EVERY,37458443
GOVERNMENT,37497507
TOO,37536287
HIGH,37574696
OLD,37613081
DIFFERENT,37651257
STATES,37689197
TAKE,37727062
YEAR,37764802
POWER,37802246
SINCE,37839405
GIVEN,37876500
GOD,37913367
NEVER,37950107
SOCIAL,37986400
ORDER,38022466
WATER,38058000
THUS,38093280
FORM,38128483
WITHIN,38163661
SMALL,38198709
SHALL,38233048
PUBLIC,38267323
LARGE,38301562
LAW,38335388
COME,38369154
LESS,38402892
CHILDREN,38436564
WAR,38470113
POINT,38503498
CALLED,38536474
AMERICAN,38569414
AGAIN,38602032
OFTEN,38634570
GO,38666969
FEW,38699122
AMONG,38731257
IMPORTANT,38763136
END,38794978
GET,38826810
HOUSE,38858474
SECOND,38890122
THOUGH,38921697
PRESENT,38953072
EXAMPLE,38984422
HIMSELF,39015608
WOMEN,39046785
LAST,39077809
SAY,39108815
LEFT,39139495
FACT,39169827
OFF,39200080
SET,39230316
PER,39260356
YET,39290166
HAND,39319892
CAME,39349345
DEVELOPMENT,39378601
THOUGHT,39407810
ALWAYS,39436742
FAR,39465618
COUNTRY,39494403
YORK,39523114
SCHOOL,39551733
INFORMATION,39580245
GROUP,39608712
FOLLOWING,39637001
THINK,39665230
OTHERS,39693246
POLITICAL,39721150
HUMAN,39749052
HISTORY,39776829
UNITED,39804423
GIVE,39832003
FAMILY,39859566
FIND,39886995
NEED,39914342
FIGURE,39941642
POSSIBLE,39968876
ALTHOUGH,39995874
RATHER,40022867
LATER,40049809
UNIVERSITY,40076569
ONCE,40103302
COURSE,40130026
UNTIL,40156720
SEVERAL,40183407
NATIONAL,40209948
WHOLE,40236387
CHAPTER,40262714
EARLY,40289012
FOUR,40315308
HOME,40341563
MEANS,40367756
THINGS,40393905
PROCESS,40420028
NATURE,40445888
ABOVE,40471614
THEREFORE,40497282
HAVING,40522918
CERTAIN,40548453
CONTROL,40573923
DATA,40599334
NAME,40624635
ACT,40649918
CHANGE,40675134
VALUE,40700306
BODY,40725471
STUDY,40750585
ET,40775525
TABLE,40800317
BECOME,40825063
WHETHER,40849659
CITY,40874236
BOOK,40898703
TAKEN,40923147
SIDE,40947584
TIMES,40972011
AWAY,40996383
C,41020720
KNOWN,41044994
