ch,702146
sie,1204714
das,1594082
ist,1981124
du,2360874
nicht,2712783
die,3046475
und,3351266
es,3633677
der,3870211
was,4091032
wir,4303688
er,4484873
zu,4664730
ein,4841590
in,5008107
mit,5139472
mir,5269381
den,5395248
wie,5518441
ja,5640038
auf,5758958
mich,5876544
so,5983731
eine,6088250
aber,6189358
hier,6290267
sind,6387540
fur,6481250
von,6574849
haben,6666777
hat,6758426
dich,6849439
war,6939244
dass,7027996
wenn,7115205
an,7198653
da,7274464
nein,7349474
bin,7423646
noch,7496891
dir,7568491
nur,7639442
habe,7709691
ihr,7779777
sich,7848640
einen,7916518
uns,7982402
hast,8044511
dem,8105697
ihn,8165147
aus,8224059
kann,8282530
gut,8339971
auch,8395982
schon,8451939
jetzt,8507690
im,8562871
sein,8617262
mal,8671426
dann,8725431
meine,8778720
als,8831219
um,8883663
mein,8935699
doch,8987064
bist,9037722
wird,9087452
keine,9132767
nach,9177537
alles,9222008
man,9266155
lch,9310138
oder,9353645
nichts,9395075
wo,9435157
werden,9473175
wei,9511149
will,9548243
geht,9585326
mehr,9621855
warum,9657517
hab,9691991
ihnen,9726424
bitte,9760610
etwas,9794674
bei,9828081
muss,9861243
los,9894308
immer,9927169
oh,9959355
vor,9991526
mann,10023529
zum,10054117
wieder,10084278
sehr,10114389
sehen,10144064
sagen,10173695
also,10203278
gehen,10232627
wer,10261938
alle,10291098
denn,10320138
machen,10349127
ihm,10377762
konnen,10406313
diese,10434285
komm,10462134
danke,10489764
euch,10517073
einem,10544037
tun,10570655
einer,10596879
gibt,10622889
nie,10648499
uber,10673886
des,10699235
soll,10724275
kein,10748593
vielleicht,10772467
weg,10796176
deine,10819865
wissen,10842897
am,10865405
werde,10887897
leben,10910340
kommen,10932432
kommt,10953871
mussen,10975278
viel,10996472
wirklich,11017482
frau,11038031
hatte,11058526
heute,11078954
ok,11099192
willst,11119354
dein,11139417
wurde,11159418
tut,11179344
ihre,11199147
ganz,11218941
zeit,11238701
bis,11258137
wollen,11277017
einfach,11295734
macht,11314441
gott,11332796
zuruck,11351133
nun,11369383
weil,11387470
damit,11405430
dieser,11423278
kannst,11440914
wurde,11458524
gesagt,11475613
ware,11492286
seine,11508827
wollte,11525362
na,11541867
zwei,11558356
hallo,11574810
meinen,11591259
sicher,11607554
weit,11623515
sir,11639429
morgen,11655151
ab,11670867
leid,11686556
lassen,11702181
hey,11717742
waren,11733255
zur,11748593
lass,11763591
e,11778066
geld,11792517
liebe,11806925
tag,11821315
leute,11835681
vater,11850004
genau,11864294
sagte,11878581
hatte,11892775
mach,11906678
raus,11920420
durch,11933982
lhr,11947368
konnte,11960645
schon,11973888
wohl,11987072
gesehen,12000144
keinen,12012993
klar,12025834
glaube,12038454
her,12051037
okay,12063595
mutter,12076081
sag,12088541
dieses,12100990
nacht,12113140
besser,12125254
ohne,12137335
unsere,12149347
jemand,12161213
sei,12173058
reden,12184848
gerade,12196604
ob,12208347
gehort,12219960
geh,12231469
mochte,12242950
dort,12254352
sagt,12265747
anderen,12277141
gemacht,12288471
hor,12299787
sollte,12311086
selbst,12322348
diesen,12333584
gute,12344647
dachte,12355645
paar,12366580
weiter,12377511
vom,12388380
ins,12399243
herr,12410073
wirst,12420893
geben,12431524
ordnung,12442120
passiert,12452602
meiner,12463076
lange,12473496
gar,12483914
madchen,12494161
meinem,12504403
horen,12514568
sieht,12524728
da,12534838
guten,12544891
hin,12554880
gleich,12564861
ach,12574825
diesem,12584788
freund,12594707
seit,12604606
welt,12614486
musst,12624286
hause,12634052
naturlich,12643791
abend,12653504
angst,12663139
drei,12672637
recht,12682071
richtig,12691495
viele,12700865
deinen,12710168
finden,12719447
wieso,12728657
bleiben,12737811
tot,12746961
unter,12756101
junge,12765240
haus,12774310
rein,12783322
essen,12792319
davon,12801303
nehmen,12810255
sollen,12819163
helfen,12828071
schnell,12836979
machst,12845857
eines,12854719
andere,12863568
unser,12872384
warte,12881190
wegen,12889935
menschen,12898590
stimmt,12907193
dafur,12915719
darf,12924118
kinder,12932510
genug,12940861
sonst,12949198
ganze,12957490
scheie,12965733
he,12973957
halt,12982155
sollten,12990339
zusammen,12998480
gegen,13006533
jahre,13014585
erst,13022611
denke,13030636
steht,13038606
habt,13046563
verdammt,13054359
moment,13062142
ihren,13069924
glauben,13077668
bringen,13085388
gib,13093107
seid,13100793
niemand,13108454
warten,13116102
brauchen,13123684
lhre,13131184
fragen,13138638
arbeit,13146066
wann,13153384
heit,13160679
sprechen,13167960
siehst,13175231
jeder,13182455
kam,13189648
sofort,13196773
getan,13203894
fertig,13211012
kennen,13218115
einmal,13225189
sohn,13232207
halten,13239177
dabei,13246096
hatten,13252986
manner,13259846
kind,13266686
jahren,13273521
beim,13280320
seinen,13287119
mag,13293911
komme,13300626
allein,13307327
bevor,13314022
bruder,13320696
musik,13327344
wahr,13333967
konnte,13340569
lieber,13347171
uhr,13353750
kopf,13360318
sache,13366809
gern,13373275
denken,13379738
brauche,13386172
ende,13392577
spater,13398965
gehe,13405342
vergessen,13411719
runter,13418089
fahren,13424455
sieh,13430763
warst,13437065
stadt,13443338
namen,13449608
problem,13455876
sehe,13462124
augen,13468362
gab,13474590
dank,13480805
sage,13487003
wurden,13493191
eins,13499312
daran,13505425
dazu,13511512
egal,13517564
frage,13523601
weit,13529579
familie,13535546
sterben,13541513
konnten,13547468
jungs,13553420
jeden,13559337
minuten,13565223
verstehe,13571092
deiner,13576952
hilfe,13582775
beide,13588570
bald,13594343
all,13600113
deinem,13605873
nimm,13611629
kleine,13617348
baby,13623060
gluck,13628765
freunde,13634446
wusste,13640112
verruckt,13645704
ruhig,13651289
land,13656857
daruber,13662418
gefunden,13667961
tur,13673501
mache,13679008
seiner,13684513
wasser,13690005
auto,13695490
sah,13700975
dies,13706399
eigentlich,13711809
eure,13717215
ruhe,13722618
stehen,13728004
hand,13733375
ihrer,13738744
frauen,13744108
meinst,13749459
toten,13754771
fall,13760079
ging,13765384
polizei,13770683
vorbei,13775980
krieg,13781270
je,13786547
darauf,13791799
vielen,13797048
letzte,13802282
lang,13807506
bisschen,13812727
dran,13817946
hoch,13823145
kenne,13828284
fast,13833397
ganzen,13838503
schau,13843599
sogar,13848689
spielen,13853772
wurden,13858854
hinter,13863922
teufel,13868976
dinge,13874027
keiner,13879047
mama,13884065
spat,13889063
bekommen,13894031
oben,13898998
name,13903953
hort,13908886
hatten,13913779
bereit,13918625
drin,13923452
neue,13928267
kommst,13933049
woher,13937829
ihrem,13942577
wagen,13947318
arbeiten,13952046
verstehen,13956766
jahr,13961479
tod,13966153
etwa,13970813
echt,13975470
seinem,13980124
geschichte,13984741
bringt,13989350
braucht,13993953
treffen,13998553
toll,14003138
gerne,14007711
drauen,14012283
funf,14016852
lhnen,14021416
zimmer,14025958
job,14030485
nett,14034998
weiss,14039506
the,14044008
spiel,14048495
verstanden,14052958
miss,14057419
groe,14061876
anders,14066305
sorgen,14070732
welche,14075157
einzige,14079574
art,14083978
liegt,14088380
verloren,14092758
ahnung,14097132
vier,14101501
alter,14105866
gekommen,14110211
jemanden,14114535
gehst,14118851
woche,14123148
kerl,14127433
hi,14131707
john,14135968
gestern,14140218
wenig,14144465
bestimmt,14148705
kurz,14152944
uberhaupt,14157181
finde,14161400
darum,14165617
tage,14169831
erste,14174044
schwester,14178255
schwer,14182465
suchen,14186673
bleibt,14190874
tochter,14195069
typ,14199254
guter,14203431
gewesen,14207598
grund,14211761
zeigen,14215904
film,14220035
schlecht,14224151
schatz,14228251
deshalb,14232350
holen,14236442
hoffe,14240529
tu,14244608
sagst,14248685
bett,14252759
mu,14256829
seite,14260895
gefallt,14264961
eben,14269019
lasst,14273073
gefallen,14277122
stunden,14281156
herz,14285187
wohin,14289216
trinken,14293237
letzten,14297251
mensch,14301263
ersten,14305268
n,14309271
unten,14313273
gesicht,14317259
versuchen,14321241
wort,14325223
denen,14329183
verlassen,14333126
endlich,14337053
denkst,14340979
solltest,14344905
schlafen,14348819
ziemlich,14352725
jack,14356630
dollar,14360525
arsch,14364418
manchmal,14368290
fest,14372130
wiedersehen,14375967
beste,14379796
kleinen,14383624
kriegen,14387449
lauft,14391270
wahrheit,14395076
zwischen,14398876
niemals,14402672
bring,14406455
unserer,14410236
nehme,14414006
allen,14417769
wahrend,14421531
glaubst,14425291
ding,14429030
idee,14432769
wollten,14436491
lasst,14440206
musste,14443920
sachen,14447631
ah,14451321
bleib,14455004
kleiner,14458685
euer,14462340
nummer,14465986
sondern,14469628
frei,14473259
oft,14476887
entschuldigung,14480508
wen,14484129
ernst,14487748
alte,14491367
schule,14494985
ort,14498598
erzahlt,14502209
anderes,14505810
new,14509394
alt,14512974
chance,14516547
einige,14520109
blo,14523657
entschuldigen,14527203
setzen,14530749
bedeutet,14534270
erzahlen,14537775
feuer,14541279
pass,14544777
wurdest,14548271
schuld,14551752
dad,14555233
getotet,14558704
jungen,14562173
drauf,14565627
platz,14569071
waren,14572495
tust,14575895
papa,14579274
spa,14582632
versucht,14585973
wichtig,14589312
besten,14592650
sorge,14595987
kennst,14599320
lst,14602640
hund,14605959
blut,14609276
hierher,14612586
reicht,14615892
alten,14619195
war,14622479
glucklich,14625761
brauchst,14629041
hande,14632307
unseren,14635570
hattest,14638828
kaum,14642084
rede,14645338
zuerst,14648591
stellen,14651823
beiden,14655039
falls,14658229
fruh,14661418
wartet,14664600
neuen,14667775
sechs,14670924
jede,14674068
freundin,14677209
i,14680324
lieben,14683428
teil,14686529
stunde,14689626
langsam,14692723
scheint,14695819
fruher,14698914
groen,14701980
waffe,14705039
telefon,14708090
himmel,14711137
lernen,14714174
you,14717203
ah,14720226
zehn,14723247
gedacht,14726237
willkommen,14729227
frank,14732215
luft,14735200
licht,14738164
hol,14741128
seht,14744090
menge,14747047
voll,14749999
uberall,14752925
tat,14755844
erde,14758758
gebe,14761665
a,14764567
ruf,14767466
moglich,14770362
spricht,14773250
konig,14776136
eltern,14779020
auer,14781902
nachsten,14784780
ziehen,14787655
wahrscheinlich,14790528
wollt,14793397
durfen,14796256
nennen,14799108
falsch,14801940
ehrlich,14804765
irgendwas,14807581
nachste,14810394
wochen,14813199
meines,14816004
herren,14818809
strae,14821610
hm,14824409
heiraten,14827187
stuck,14829951
sam,14832712
doktor,14835472
neues,14838225
gegeben,14840968
kaffee,14843707
mochten,14846430
verstehst,14849150
krank,14851867
danach,14854582
geworden,14857283
arzt,14859982
schaffen,14862677
stelle,14865358
gro,14868037
wem,14870714
holle,14873376
vollig,14876031
weh,14878685
s,14881337
fehler,14883988
druben,14886638
harry,14889288
buro,14891937
captain,14894580
rufen,14897216
irgendwie,14899850
eigenen,14902468
probleme,14905084
allem,14907696
mr,14910300
wert,14912900
tue,14915481
buch,14918062
lebt,14920638
schei,14923210
kaufen,14925775
erinnern,14928339
direkt,14930895
laufen,14933451
george,14936002
trotzdem,14938540
schreiben,14941063
still,14943585
kleines,14946099
korper,14948611
retten,14951120
fand,14953618
unserem,14956112
solche,14958606
denkt,14961100
konnt,14963593
ln,14966085
alleine,14968576
sitzen,14971065
hore,14973550
millionen,14976032
tagen,14978509
york,14980983
suche,14983453
vergiss,14985922
gutes,14988386
leider,14990848
sagten,14993301
typen,14995752
schlussel,14998195
tragen,15000632
mund,15003063
worden,15005493
halt,15007919
zwar,15010337
bereits,15012750
leicht,15015162
spielt,15017570
schiff,15019978
horst,15022385
lhren,15024791
onkel,15027194
glaub,15029595
verlieren,15031991
groer,15034384
klingt,15036775
irgendwo,15039165
zukunft,15041554
kennt,15043933
plan,15046304
schone,15048674
verschwinden,15051021
interessiert,15053359
waffen,15055690
kampfen,15058019
party,15060340
bringe,15062648
hinten,15064950
setz,15067250
kumpel,15069547
wolltest,15071841
boden,15074131
general,15076421
zeig,15078710
bose,15080996
halte,15083279
gegangen,15085559
richtige,15087839
liebling,15090118
acht,15092394
froh,15094670
machte,15096944
jedes,15099215
hart,15101485
vorsichtig,15103746
joe,15106007
versuch,15108264
getroffen,15110520
mogen,15112776
zeug,15115024
damals,15117267
stimme,15119509
gefuhl,15121751
leuten,15123992
lesen,15126233
mist,15128473
zug,15130709
hattest,15132942
verdammte,15135172
geschaft,15137397
arschloch,15139621
rest,15141842
mom,15144054
de,15146261
aufhoren,15148467
konntest,15150672
klasse,15152875
lasse,15155075
boss,15157271
erklaren,15159465
fliegen,15161659
laden,15163851
stolz,15166041
stark,15168229
hasse,15170416
wohnung,15172597
gebracht,15174775
fort,15176952
genauso,15179125
mai,15181292
entschuldige,15183458
besonders,15185624
seien,15187785
tages,15189939
weniger,15192086
zieh,15194229
arger,15196370
fuhle,15198510
schauen,15200647
idiot,15202780
o,15204913
schneller,15207042
denk,15209169
geschafft,15211296
verzeihung,15213422
daddy,15215548
charlie,15217664
tja,15219775
schicken,15221885
erwartet,15223994
nachricht,15226102
findet,15228205
funktioniert,15230305
werd,15232404
stand,15234503
traum,15236601
sollst,15238699
t,15240796
fallen,15242891
wovon,15244982
gefangnis,15247072
aufs,15249156
hotel,15251234
krankenhaus,15253310
umbringen,15255386
fallt,15257448
redest,15259508
weisst,15261562
gottes,15263614
total,15265665
fenster,15267709
lebens,15269750
glaubt,15271787
vorstellen,15273823
and,15275858
sinn,15277891
andern,15279924
versuche,15281955
heraus,15283983
heien,15286008
tanzen,15288026
monate,15290043
lachen,15292060
kampf,15294077
nachdem,15296087
arm,15298092
